recept,ingrediënten,url
"Zoete Flammkuchen met appel, kaneel en amandelschaafsel","['150 gr. bloem', '75 ml. water', '30 ml. olijfolie', 'snufje zout', '2 appels (bv. Jazz)', 'citroensap', '50 gr. crème fraiche', 'kaneelpoeder', 'fijne kristalsuiker', 'amandelschaafsel']",https://kookidee.nl/recepten/desserts/zoete-flammkuchen-met-appel-kaneel-en-amandelschaafsel/
"Boontjes, wortels en champignons uit de oven","['800 gr. aardappelen', '400 gr. sperziebonen', '300 gr. worteltjes', '250 gr. kastanjechampignons', '300 gr. kipfilet', '3 takjes rozemarijn', 'peper', 'grof zeezout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/boontjes-wortels-en-champignons-uit-de-oven/
"Pita sandwich met kip, bacon, kaas en ei","['4 pitabroodjes', '2 trostomaten', '1/2 komkommer', '4 plakken jonge kaas of cheddar', '8 plakjes kipfilet', '8 plakjes bacon', '4 eieren', '4 handjes sla', 'mayonaise', 'peper']",https://kookidee.nl/recepten/lunchgerecht/pita-sandwich-met-kip-bacon-kaas-en-ei/
Een lekker sappige kipburger,"['300 gr. kippendijfilet*', '1 sjalotje', 'handje peterselie', '1 ei', 'paneermeel', '4 hamburgerbroodjes', 'paar blaadjes sla', '1/2 komkommer', '1 trostomaat', 'mayonaise', 'tomatenketchup', 'peper en zout', 'boter om te bakken']",https://kookidee.nl/recepten/hoofdgerecht/een-lekker-sappige-kipburger/
"Entrecote, ambachtelijke friet en een knapperige salade","['4 entrecotes (of ander vlees)', 'boter om in\xa0te bakken', '800 gr. kruimige aardappelen, in schil', 'zonnebloemolie', 'grof zeezout', 'rozemarijn', '2 kropjes baby romaine', '1/2 komkommer', '1 rode paprika', '2 sjalotjes', '250 gr. cherrytomaten', '100 gr. cashewnoten', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/entrecote-ambachtelijke-friet-en-een-knapperige-salade/
"Stokbroodje met kipfilet, pesto, mozzarella en tomaat","['1 afbakstokbrood', '1 bol buffelmozzarella', '6 plakjes kipfilet (beleg)', 'groene pesto', '2 trostomaten', 'verse basilicum', 'Italiaanse kruiden', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/lunchgerecht/stokbroodje-met-kipfilet-pesto-mozzarella-en-tomaat/
"Frittata met groene asperges, prei, basilicum en Gruyère","['400 gr. aardappelen', '100 gr. groene aspergetips', '1 prei', '6 bosuitjes', '3 tenen knoflook', '5 eieren', '125 gr. crème fraiche', '100 gr. Gruyère (geraspt)', 'verse basilicum', 'peper en zout', 'olijfolie', 'boter om in te vetten']",https://kookidee.nl/recepten/hoofdgerecht/frittata-met-groene-asperges-prei-basilicum-gruyere/
"Rijst met sesamkip, doperwtjes en champignons","['350 gr. rijst', '8 kippenpoten', '450\xa0gr. doperwten (diepvries)', '375 gr. champignons', '2 teentjes knoflook', '1 stengel citroengras', '5 el. sesamolie', '3 el. sojasaus', '3 el. chilisaus', '2 tl. sesamzaad', 'peper en zout', 'klontje boter']",https://kookidee.nl/recepten/hoofdgerecht/rijst-met-sesamkip-doperwtjes-en-champignons/
Makkelijke chili con carne wraps,"['8 wraps', '300 gr. rundergehakt', '250 gr. gemengde bonen (bv. Bonduelle of Hak)', '300 gr. bruine bonen', '390 gr. tomaatblokjes (Heinz)', '150 gr. mais', '1 ui', '1 rode paprika', '100 gr. geraspte kaas', '1 tl. tomatenpuree', '1 tl. chilipoeder', '1/2 tl. djintan', '1/2 tl. paprikapoeder', '1/2 tl. knoflookpoeder', '1/2 tl. cacaopoeder', 'sla (beetje ijsbergsla of kropje baby romaine)', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/makkelijke-chili-con-carne-wraps/
"Zoete saté met roergebakken spinazie, gele paprika en rijst","['500 gr. varkenshaas', '600 gr. bladspinazie', ""2 gele paprika's"", '250 gr. rijst', '1 el. ketjap manis', '1 el. sojasaus', '1 el. arachideolie', '1 el. gembersiroop', '1 el. vloeibare honing', '1 tl. trassie', '1 tl. sesamzaad', 'vijfkruidenpoeder', 'sesamolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/zoete-sate-met-roergebakken-spinazie-gele-paprika-en-rijst/
"Pizza calzone met champignons, salami en mozzarella","['pizzapakket met tomatensaus*', '150 gr. champignons', '1/2 rode paprika', '16 plakken salami', '4 grote plakken schouderham', '1 grote ui', '1 bol buffelmozzarella', 'oregano', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/pizza-calzone-met-champignons-salami-en-mozzarella/
Zelf yoghurtijs met zomerfruit maken zonder ijsmachine,"['250 gr. diepvries zomerfruit*', '250 gr. Griekse yoghurt']",https://kookidee.nl/recepten/desserts/zelf-yoghurtijs-met-zomerfruit-maken-zonder-ijsmachine/
"Pasta met kip pesto, courgette en broccoli","['300 gr. kippendijfilet', '300 gr. (verse) tagliatelle of andere pasta', '1 flinke courgette', '1 broccoli', '250 gr. kastanjechampignons', '45 gr. rucola', '25 gr. pijnboompitjes', '3 tl. groene pesto', '3 tenen knoflook', 'Parmezaanse kaas', 'sap van 1/2 citroen*', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-kip-pesto-courgette-en-broccoli/
Een lekker pittige kip kerrie met rijst,"['250 tot 300 gr. rijst', '200 gr. kippendij', '1 grote ui', '3 tenen knoflook', '1 rode paprika', '400 gr. snijbonen', '1 appel', '4 schijven ananas*', 'handje rozijnen', '200 ml. kokosmelk', '150 ml. slagroom', '1 el. kerriepoeder', '1 tl. kurkuma', '1 tl. chilivlokken (optioneel)', '2 el. bloem', 'peper', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/pittige-kip-kerrie-met-rijst/
"Panini met pancetta, mozzarella en tomaat","['1 stokbrood (afbak)', '80 gr. pancetta', '1 bol buffelmozzarella', '2 tomaten', 'verse basilicum', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/lunchgerecht/panini-met-pancetta-mozzarella-en-tomaat/
Zelf shoarmakruiden maken,"['2 tl. djinten (komijnpoeder)', '2 tl. gedroogde peterselie', '2 tl. gemalen gemberwortel (poeder)', '2 tl. kaneelpoeder', '2 tl. kerriepoeder', '2 tl. knoflookpoeder', '2 tl. paprikapoeder', '2 tl. zout', '2 tl. gemalen zwarte peper']",https://kookidee.nl/recepten/basics/zelf-shoarmakruiden-maken/
Broodje home made tonijnsalade (van La Place),"['4 broodjes naar keuze (bv. meergranen triangel, heerlijk)', '1 blikje tonijn op\xa0olie of water\xa0(116 gr.)', '2 Jonagold appels', '2 tomaten', '1 ui', '6 el. mayonaise', '2 el. tomatenketchup', 'handje bieslook', 'peper en zout', 'paar blaadjes ijsbergsla']",https://kookidee.nl/recepten/lunchgerecht/broodje-home-made-tonijnsalade-van-la-place/
Dikke friet uit de oven,"['800 gr. kruimige\xa0aardappelen*', 'zonnebloemolie', 'bloem', 'grof zeezout', 'rozemarijn']",https://kookidee.nl/recepten/bijgerecht/dikke-friet-uit-de-oven/
Gestoomde zalm en groenten uit de oven,"['4 moten zalm*', '1 prei', '5 lenteuitjes', 'ca. 400 gr. bospeen', '250 gr. cherrytomaten', '1 citroen', 'paar takjes dille', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/gestoomde-zalm-en-groenten-uit-de-oven/
Soep van geroosterde gele paprika en kokos,"[""5 gele paprika's"", '100 gr. linzen (blik of potje)', '1 grote ui (of 2 kleine)', '6 tenen knoflook', '6 takjes tijm', '400 ml. kokosmelk', '1 l. groentebouillon', '2 tl. sambal badjak', '3 el. gemalen kokos', 'peper en zout']",https://kookidee.nl/recepten/soep/soep-van-geroosterde-gele-paprika-en-kokos/
"Smoothie banaan, mango, kiwi en avocado","['2 bananen', ""2 mango's"", ""2 kiwi's"", '1 avocado', '4 tl. lijnzaad', '4 el. havervlokken (optioneel)', '250 ml. melk', '250 ml. yoghurt']",https://kookidee.nl/recepten/smoothies-shakes/smoothie-banaan-mango-kiwi-en-avocado/
"Makkelijke linzenpannenkoekjes, lekker en gezond","['260\xa0gr. linzen*', '3\xa0eieren', '50\xa0gr. vloeibare honing + wat extra', 'scheutje melk', 'olie of boter om te bakken']",https://kookidee.nl/recepten/lunchgerecht/makkelijke-linzenpannenkoekjes-lekker-en-gezond/
Eiernoedels met Chinese kool en gezoete pikante stukjes kip,"['250 gr. eiernoedels', '1 Chinese kool', '1 prei', '1 gele paprika', '6 lente- of bosuitjes', '1 rode peper', '3 tenen knoflook', '300 gr. kippendijfilet', 'sojasaus', 'gembersiroop', 'wokolie', 'peper en zout', 'handje verse koriander']",https://kookidee.nl/recepten/hoofdgerecht/eiernoedels-met-chinese-kool-en-gezoete-pikante-stukjes-kip/
"Overheerlijke quiche met groene asperges, parmaham en rozemarijn","['300 gr. jonge groene aspergetips*', '75 gr. parmaham*', '5 plakjes deeg voor hartige taart', '125 gr. crème fraiche', '3 eieren', '150 gr. geraspte belegen kaas', '3 takjes verse rozemarijn', 'grof zeezout', 'peper', 'olijfolie', 'boter om in te vetten']",https://kookidee.nl/recepten/hoofdgerecht/overheerlijke-quiche-met-groene-asperges-parmaham-en-rozemarijn/
Overheerlijke appeltaart met amandelspijs,"['350 gr. bloem', '250 gr. roomboter', '175 gr. witte basterdsuiker', '6 appels,\xa0jona gold', '2 tl. bakpoeder', '1/2 citroen', '1/4 tl. zout', '1 tl. vanille-extract', '1/2 ei', '2 tl. kaneel', '3 el. custardpoeder (bv. Dr. Oetker)', '4 el. bruine basterdsuiker', '60 gr. donkere rozijnen', '95 gr. blanke amandelen', '95 gr. suiker', '1/2 tot 1\xa0ei']",https://kookidee.nl/recepten/gebak/overheerlijke-appeltaart-met-amandelspijs/
Snelle groentenomelet met drie verse kruiden en Coburgerham,"['8 of 12 eieren', '1 grote prei', '1 rode paprika', '250 gr. champignons', '100 gr. Coburgerham', 'verse peterselie', 'verse tijm', 'verse rozemarijn', 'melk', 'peper en zout', 'boter om te bakken']",https://kookidee.nl/recepten/hoofdgerecht/snelle-groentenomelet-met-drie-verse-kruiden-en-coburgerham/
Krokante ovenschotel met witte kool en gehakt,"['800 gr. aardappelen', '1 witte kool (ca. 1 kg.)', '400 gr. rundergehakt', 'paneermeel', 'nootmuskaat', 'roomboter', 'scheutje melk', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/krokante-ovenschotel-met-witte-kool-en-gehakt/
Boeren groentesoep met gehaktballetjes,"['1 1/2 l. water', '200 gr. gehakt', '2 winterpenen', '1 prei', '1 bleekselderij', '1 grote ui', '2 bospenen', '1 kleine bloemkool', '1 kleine broccoli', '1 laurierblad', '1 el. zwarte peperkorrels', '10 takjes tijm', 'bosje peterselie', 'bosje oregano', '10 tenen knoflook', '1 el. zout', 'peper', 'paneermeel', 'paprikapoeder']",https://kookidee.nl/recepten/soep/boeren-groentesoep-met-gehaktballetjes/
"Snelle plaattaart met gehakt, champignons, rode ui en paprika","['6 tot 8 plakjes bladerdeeg', '200 gr. rundergehakt', '2 rode uien', '250 gr. kastanjechampignons', '1 rode paprika', '125 gr. crème fraiche', 'verse tijm', 'Italiaanse kruiden', 'peper en zout', 'belegen kaas']",https://kookidee.nl/recepten/hoofdgerecht/snelle-plaattaart-met-gehakt-champignons-rode-ui-en-paprika/
Zelf kattentongen maken,"['100\xa0gr. bloem', '100\xa0gr. roomboter', '100. gr. poedersuiker', '1 zakje vanillesuiker*', '2 eieren (alleen het eiwit)', 'snufje zout']",https://kookidee.nl/recepten/gebak/maak-zelf-kattentongen/
Een snelle eierwrap met paprika en champignons,"['8 tot 12 eieren*', '250 gr. champignons', '1 rode paprika', '1 gele paprika', '1 rode peper', '6 lenteuitjes', 'bosje koriander', 'melk', 'boter om te bakken', 'peper en zout', 'chilisaus']",https://kookidee.nl/recepten/hoofdgerecht/een-snelle-eierwrap-met-paprika-en-champignons/
"Een heerlijk stoofpannetje met rundvlees, bospeen en pastinaakfrietjes","['500 gr. runderlappen', '1 l. runderbouillon (en wat extra)', '250 ml. rode wijn', '2 rode uien', '2 gewone uien', '2 tenen knoflook', '4 el. tomatenpuree', '4 takjes rozemarijn', '4 takjes tijm', '2 el. bruine basterdsuiker', 'peper en zout', 'bloem', 'boter om aan te bakken', 'bospeen, grote bos (ca. 1 kg.)', 'ca. 800 gr. pastinaken', 'olijfolie of zonnebloemolie', 'grof zeezout']",https://kookidee.nl/recepten/hoofdgerecht/een-heerlijk-runderstoofpannetje-met-bospeen-en-pastinaakfrietjes/
Broodje zalmburger met mayonaise en dille,"['4 hamburgerbroodjes', '400 gr. zalmfilet', '10 takjes dille', '2 sjalotjes', '1 ei', 'panko of paneermeel', 'peper en zout', 'ijsbergsla', '2 tomaten', '1/2 komkommer', 'boter om te bakken', '6 el. mayonaise', '10 takjes dille', '2 tl. mosterd', 'peper en zout', 'scheutje olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/broodje-zalmburger-met-mayonaise-en-dille/
"Pizza met 3 soorten paprika, gerookte kip en mozzarella","['pizzapakket (pizzadeeg en tomatensaus)*', '1 bol buffelmozzarella', '1 rode paprika', '1 gele paprika', '1 groene paprika', '1 rode ui', '1 gerookte kipfilet (ca. 150 gr.)', 'oregano', 'peper en zout', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/pizza-met-3-soorten-paprika-gerookte-kip-en-mozzarella/
Spinazie met gegrilde paprika en gebakken ei uit de oven,"['400 gr. bladspinazie', '1 rode puntpaprika', '1 gele paprika', '1 rode ui', '250 gr. kastanjechampignons', '6 bosuitjes', '6 eieren', 'peper en zout', 'boter om in te vetten', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/spinazie-met-gegrilde-paprika-en-gebakken-ei-uit-de-oven/
Een snelle rucolastamppot met in balsamico gebakken champignons,"['1 kg. aardappelen', '150 gr. rucola', '100 gr. cashewnoten', '250 gr. kastanjechampignons', '125 gr. cherrytomaatjes', '100 gr. jonge kaas', '2 el. vloeibare honing', 'scheutje balsamicoazijn', 'scheutje melk', 'klontje boter', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/een-snelle-rucolastamppot-met-balsamicoazijn-gebakken-champignons/
"Pasta met broccoliroosjes, champignons in roomsaus en gegrilde zalm","['1 grote stronk broccoli', '250 gr. kastanjechampignons', '350 gr. verse pasta (bv. spaghetti, tagliatelle of tagliolini)', '4 zalmfilets', '150 ml. kookroom', 'olijfolie', 'peper en zout', '3\xa0takjes rozemarijn', 'Parmezaanse kaas']",https://kookidee.nl/recepten/hoofdgerecht/pasta-met-broccoliroosjes-champignons-in-roomsaus-en-gegrilde-zalm/
Spinaziesoep met gebakken champignons en stukjes ei,"['800 gr. verse bladspinazie', '1 l. groentebouillon', '1 grote ui', '4 teentjes knoflook', '125 gr. slagroom', '250 gr. kastanjechampignons', '3 eieren', 'peper en zout', 'olijfolie', '']",https://kookidee.nl/recepten/soep/spinaziesoep-met-gebakken-champignons-en-stukjes-ei/
Zelf pizzabroodjes maken doe je zo,"['400 gr. bloem (type 00)*', 'ca. 150 ml. lauwwarm water', '45 ml. olijfolie', '1 ei (alleen het wit)', '4 gr. instantgist', '1/2 tl. zout', '1 tl. suiker', '12 plakken salami', '12 plakken chorizo', '12 plakken kaas', '1 of 2 bospenen', '1 grote ui', '1 rode paprika', 'groene pepers (potje, bv. van Merza)', 'oregano']",https://kookidee.nl/recepten/hoofdgerecht/zelf-pizzabroodjes-maken-doe-je-zo/
"Quesadilla, een lekker snelle Mexicaanse tosti","['8 wraps', '125 gr. crème fraiche', '1 rode ui', '1 stevige\xa0tomaat', '2 sjalotjes', '125 gr. kastanjechampignons', '1 rode paprika', 'plakjes kipfilet', 'plakjes ham', 'oude kaas', 'jonge kaas', 'peper en zout']",https://kookidee.nl/recepten/lunchgerecht/quesadilla-een-lekker-snelle-mexicaanse-tosti/
"Quiche met groente, gedroogde ham en mozzarella","['5 plakjes deeg voor hartige taart', '125 gr. crème fraiche', '3 eieren', '1 bol buffelmozzarella', '100 gr. kaas, geraspt', '1 prei', '1 rode ui', '1 rode paprika', '3 teentjes knoflook', '125 gr. kastanjechampignons', '100 gr. gedroogde ham', 'peper en zout', 'oregano', 'paneermeel', 'boter om in te vetten', 'olijfolie']",https://kookidee.nl/recepten/hoofdgerecht/quiche-met-groente-gedroogde-ham-en-mozzarella/
De lekkerste pure warme chocolademelk,"['400 ml. volle melk', '50 ml. slagroom, niet geklopt!', '100 gr. pure chocolade, 70%', 'snufje zout']",https://kookidee.nl/recepten/drankjes/de-puurste-warme-chocolademelk-maak-je-zo/
"Yoghurt met appel, banaan, basterdsuiker en keukenstroop","['750 ml. volle yoghurt', '2 bananen', '2 appels', 'keukenstroop', 'donkere basterdsuiker', '4 tl. gebroken lijnzaad']",https://kookidee.nl/recepten/desserts/yoghurt-met-appel-banaan-basterdsuiker-en-keukenstroop/
De echte Duitse Flammkuchen,"['300 gr. bloem', '150 ml. lauwwarm water', '45 ml. olijfolie', '7 gr. instant gist', 'snufje suiker', '125 gr. crème fraiche', '1 grote ui', '2 rode uien', '100 gr. champignons', '100 gr. bacon of spek', '100 gr. Coburgerham', '40 gr. Goudse kaas, geraspt', '4 takjes peterselie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/de-echte-duitse-flammkuchen/
Een heerlijke Zwitserse kaasfondue met verse kaas,"['300 gr. Emmentaler', '300 gr. Gruyère', '125 gr. jonge kaas', '300 ml. witte wijn*', 'maïzena', 'teentje knoflook', 'peper', 'nootmuskaat', 'Kirsch, optioneel', 'stukjes brood', 'radijsjes', 'stukjes bleekselderij', 'blokjes ananas', 'kleine knakworstjes', 'stukjes paprika', 'plakjes banaan', 'stukjes komkommer', 'geblancheerde knapperige groente']",https://kookidee.nl/recepten/hoofdgerecht/een-heerlijke-zelfgemaakte-zwitserse-kaasfondue-met-verse-kaas/
Zelfgemaakte vissticks met aardappels uit de oven en snijboontjes,"['300 gr. kabeljauwhaas*', 'bloem', 'panko of paneermeel**', '2 eieren', '600 gr. (biologische) aardappelen', '800 gr. snijbonen', 'olijfolie', 'rozemarijn', 'grof zeezout', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/zelfgemaakte-vissticks-met-aardappels-uit-de-oven-en-snijbonen/
Een ouderwets lekkere vanillecake,"['250 gr. bloem', '250 gr. roomboter', '250 gr. fijne kristalsuiker', '5 grote eieren (of 6 kleintjes)', '1/4 tl. zout', '1 tl. bakpoeder', '1 zakje vanillesuiker, 8 gr.']",https://kookidee.nl/recepten/gebak/een-ouderwets-lekkere-vanillecake/
"Chili con carne met zongedroogde tomaatjes, ananas en mais","['800 gr. bruine bonen', '400 gr. kidneybonen', '500 gr. rundergehakt', '200 gr. zongedroogde tomaatjes', '1 grote ui', '1 rode peper', '1 rode puntpaprika', '3 sjalotjes', '3 tenen knoflook', '150 gr. (zachte) mais', '200 gr. ananasschijven*', '1 1/2\xa0tl. chilipoeder', '1 tl. djintan (gemalen komijnzaad)', '1 dl. water', 'olijfolie', 'peper en zout']",https://kookidee.nl/recepten/hoofdgerecht/chili-con-carne-met-zongedroogde-tomaatjes-ananas-en-mais/
Makkelijke boekweitpannenkoeken met vers fruit,"['400 gr. boekweitmeel', '900 ml. melk', '4 eieren', 'snufje zout', 'boter om te bakken', 'aardbeien', 'banaan', 'slagroom', 'roomijs', 'hazelnootpasta', 'amandelschaafsel']",https://kookidee.nl/recepten/hoofdgerecht/makkelijke-boekweitpannenkoeken-met-vers-fruit/
"Ontbijtsmoothie met banaan, aardbei, rode bes en passievrucht","['150 gr. rode bessen (aalbessen)', '250\xa0gr. aardbeien', '2\xa0bananen', '2 passievruchten', '250 gr. yoghurt', '400 ml melk', '4tl. gebroken lijnzaad', '4 el. havervlokken', 'scheutje vloeibare honing']",https://kookidee.nl/recepten/smoothies-shakes/ontbijtsmoothie-met-banaan-aardbei-rode-bes-en-passievrucht/
Zelf de lekkerste eierkoeken bakken doe je zo,"['100 gr. bloem', '85 gr. witte basterdsuiker', '8 gr.\xa0vanillesuiker, 1 zakje', '2 eieren', '4 gr. bakpoeder', '1 citroen', '1 gr. zout']",https://kookidee.nl/recepten/gebak/zelf-de-lekkerste-eierkoeken-bakken-doe-je-zo/
Spinaziestamppot met gebakken spekjes en zongedroogde tomaatjes,"['800 gr. kruimige aardappelen', '600 gr. bladspinazie', '125 gr. zongedroogde tomaatjes', '125 gr. spekreepjes', '40 gr. pijnboompitjes', 'peper en zout', 'scheutje melk', 'klontje boter', 'Italiaanse kruiden, optioneel', 'Parmezaanse kaas, optioneel']",https://kookidee.nl/recepten/hoofdgerecht/spinaziestamppot-met-gebakken-spekjes-en-zongedroogde-tomaatjes/
"Ontbijt of toetje: yoghurt met banaan, kaneel en honing","['volle yoghurt, bakje per persoon', '2 bananen', 'vloeibare honing', 'kaneelpoeder', 'lijnzaad', 'vanille-extract']",https://kookidee.nl/recepten/desserts/yoghurt-met-banaan-kaneel-en-honing/
Romige wortel-pastinaaksoep met tijm,"['600 gr. bospenen', '250 gr. pastinaak', '2 uien', '2 teentjes knoflook', '2 takjes tijm', '1 l. groentebouillon', 'peper en zout', 'olijfolie', '']",https://kookidee.nl/recepten/soep/romige-wortel-pastinaaksoep-met-tijm/
De perfecte Irish Coffee en meer speciale koffies,"['1 dl. sterke koffie', '1 borrelglas Ierse Whisky, ca. 40 ml.', '2 tl. donkere basterdsuiker', '2 el. slagroom, lobbig', 'kristalsuiker', '']",https://kookidee.nl/recepten/drankjes/de-perfecte-irish-coffee-en-meer-speciale-koffies/
